product_name,product_id,listing_price,sale_price,brand,description,rating,reviews
Nike Air Force 1 Type,CQ2344-100,10995.0,11995,Nike,"The Nike Air Force 1 Type brings a handmade aesthetic to a classic look. Using transparent materials to show off a closure system and adjustable technology, it offers a unique look, custom fit and versatile styling options.",0.0,0
Nike Air Max 270 React,AO4971-700,12995.0,7797,Nike,"The bold silhouette of Nike Air lifts the Nike Air Max 270 React to new heights, while the Nike React foam midsole delivers exceptional cushioning. Imagine all-day comfort with unstoppable style.",3.9,33
Nike React Presto,AV2605-101,9995.0,5997,Nike,"Inspired by the early 2000s original, the Nike React Presto puts an exaggerated spin on an unconventional icon. Nike React foam delivers an expressive look with a lightweight, bouncy feel and a whole lot of personality.",3.7,27
Nike Legend React,AA1625-009,10995.0,8795,Nike,"The Nike Legend React Men's Running Shoe features a breathable upper with synthetic overlays that enhance durability while smooth, responsive foam cushions every step as you run.",4.2,9
Air Jordan 1 Low SE,CK3022-005,10995.0,8995,Nike,"Always fresh and never out of style, the Air Jordan 1 Low is one of the most iconic sneakers of all time. This SE version shakes up the classic design with flavourful new colour schemes and trim details.",0.0,0
NikeCourt Air Max Wildcard,AO7351-104,10995.0,7995,Nike,"The NikeCourt Air Max Wildcard delivers the comfort you need to hit hard and move fast on the court. A Max Air unit under your heel cushions every step, while an innovative Lunarlon midsole provides a springy underfoot sensation and extra stability.",2.7,3
Nike Blazer Low,AJ9515-001,10995.0,6995,Nike,"The Nike Blazer Low Men's Shoe refines the old-school basketball icon with smooth, genuine leather.",0.0,0
Zoom LeBron 3 QS,AO2434-101,10995.0,14995,Nike,"Originally released in 2006, the Zoom LeBron 3 QS brings royalty to the street in the third iteration of the King's signature line. Nike Zoom Air cushioning, premium leather details and a throwback lion logo make this shoe a first draft pick.",0.0,0
Nike Free Metcon 3,CJ0861-010,10995.0,9995,Nike,The Nike Free Metcon 3 combines Nike Free flexibility around the forefoot with Metcon stability in the heel to help you get the most out of your training session.,5.0,1
KD Trey 5 VII EP,AT1198-401,10995.0,7995,Nike,"Kevin Durant likes a shoe that feels broken-in straight away but still provides containment and support. The KD Trey 5 VII EP hits the ground running with a combination of bouncy cushioning with a precise, supportive fit that's ready to go right out of the box.",0.0,0
Nike Mercurial Vapor 13 Academy TF,AT7996-606,10995.0,7495,Nike,"The soft upper of the Nike Mercurial Vapor 13 Academy TF Shoe wraps your foot for a second-skin fit, while the rubber outsole helps super-charge traction on turf.",0.0,0
Jordan React Havoc SE,CK2772-101,10995.0,10995,Nike,"An update to the ultra-fast Jordan React Havoc, the SE maintains its responsive cushioning combination while revamping elements of the upper. The transparent heel clip offers the same great heel lockdown but with a new aesthetic. A synthetic suede and striped-line mudguard provides lightweight lateral support. The updated tongue reduces lace pressure and provides easy on and off.",0.0,0
Nike SB Air Max Stefan Janoski 2,AQ7477-009,10995.0,9995,Nike,"The Nike SB Air Max Stefan Janoski 2 hugs your foot with a breathable textile upper. A Max Air unit in the heel cushions every step, while a flat rubber outsole optimises grip when you're on your board.",2.6,11
Nike Free RN Flyknit 3.0,AQ5707-001,10995.0,7697,Nike,"Ideal for runs up to 3 miles, the Nike Free RN Flyknit 3.0 delivers a lace-free design so you can slip in and hit your stride. An updated flex groove pattern and modified midsole foam provides more flexibility than its predecessor, creating a barefoot sensation with every step. A mix of supportive and stretchy yarns are zonally placed for comfort that moves with your foot.",3.9,10
Nike ISPA Joyride Envelope,BV4584-001,16995.0,13597,Nike,"Utilising the latest innovations and Nike's ISPA project—which touts a philosophy of improvise, scavenge, protect and adapt—the Nike ISPA Joyride Envelope delivers a futuristic shoe built for taking on the elements. Innovative details provide easy on and off and help support you in wet or warm conditions.",5.0,2
Nike Mercurial Superfly 7 Elite SE FG,CD6721-808,10995.0,22995,Nike,"Building on the 360-degree Flyknit innovation of the 6, the Nike Mercurial Superfly 7 Elite SE FG adds a Nike Aerowtrac zone to the forefoot and a slightly stiffer chassis to help super-charge traction. An insole with NikeGrip technology provides maximum interior traction underfoot and lightweight cushioning.",0.0,0
Nike Phantom Venom Academy FG,AO0566-606,10995.0,7495,Nike,"The Nike Phantom Venom Academy FG is engineered for powerful, precise strikes that win games. Ridges on the instep create spin to control the flight of the ball, while the firm-ground plate provides the traction needed to unleash at any moment.",2.8,5
Nike Air Ghost Racer,AT5410-003,9995.0,6997,Nike,"Designed for speed, stability and comfort, the Nike Air Ghost Racer was a hit 20 years ago—and now it's back in a stitch-for-stitch remake. And though it has all the same features as the original, it might be even better than you remember.",4.5,2
Nike ACG Air Terra Antarktik,BV6348-300,10995.0,15995,Nike,"Designed and tested in Oregon, the Nike ACG Antarktik is a ""jacket"" for your foot. Its tough ripstop upper combines with a GORE-TEX lining to help keep your foot dry. All-new lug details use hard rubber for traction in all conditions.",2.6,20
Nike Air Max 2 Light,CI3703-401,11995.0,9597,Nike,"Originally released in 1994, the Nike Air Max 2 Light returns as a near-exact replica of the iconic runner. A mesh and synthetic leather upper, moulded heel and vibrant Air Max unit honour the OG. The soft foam midsole optimises all-day comfort.",0.0,0
Nike Mercurial Superfly 7 Academy MG,AT7946-414,10995.0,8495,Nike,"Building on the forefoot plate innovation of the 6, the Nike Mercurial Superfly 7 Academy MG Boot adds a versatile multi-ground plate that provides traction on natural- and artificial-grass surfaces.",5.0,2
Nike AlphaDunk,BQ5401-001,15995.0,11197,Nike,"Join the hoops uprising in the AlphaDunk, one of Nike Basketball's bounciest game shoes to date. The revamped upper construction is light and supportive and a large cushioning unit spans nearly the entire forefoot, giving you all the responsiveness you can handle on the court.",2.9,12
Nike Daybreak SP,BV7725-500,7995.0,4797,Nike,"The Nike Daybreak SP marks the return of the 1979 original, featuring suede and nylon on the upper and old-school graphics on the tongue for a '70s runner-inspired look and feel.",5.0,3
Nike x MMW Joyride CC3 Setter,CU7623-002,10995.0,16995,Nike,"Alyx founder and creative director Matthew M. Williams is known for his ability to push fashion into new spaces. His angle is simple: Combine the influence of his life in New York and California with the latest innovations. The Nike x MMW Joyride CC3 Setter runs with that idea, bringing you to a world of cushioning and comfort.",3.5,2
Nike Air Max 95 SP,CK5669-400,15995.0,11197,Nike,"Taking inspiration from the human body, the Nike Air Max 95 SP mixes unbelievable comfort with running DNA. The iconic side panels represent muscles, while Nike Air in the heel and forefoot cushions your every step.",0.0,0
Nike SB Blazer Low GT,704939-103,10995.0,6995,Nike,"The Nike SB Blazer Low GT pairs a supportive feel with lightweight, responsive cushioning for everyday use. Just like Grant Taylor, it blends contemporary style with old-school traditions.",4.3,8
LeBron 17 Monstars,CD5050-400,10995.0,16995,Nike,"The Monstars have crash-landed in the Windy City, prepared to strip us of some of our greatest hardwood heroes. With the game in danger, who can Bugs and the Tune Squad turn to? Who other than The King himself, LeBron James, poised to dash the hopes and dreams of Mr Swackhammer and any team that stands in his way? The LeBron 17 Monstars is here just in time for All-Star in Chicago, where LeBron is ready to represent the Tune Squad and all that is great about the sport of basketball.",4.6,5
Kyrie 5 x Bandulu,CK5836-100,10995.0,8797,Nike,"Designed in collaboration with Pat Peltier, the mind behind up-cycled vintage label Bandulu, the Kyrie 5 x Bandulu explores process, approach and technique. The brand's signature paint splatters give the shoe an expression that speaks to Kyrie's creativity and dedication to his craft—on and off the court.",5.0,1
Nike Air Max Impact,CI1396-600,10995.0,7995,Nike,"The Nike Air Max Impact infuses bold, expressive details into a design that's a beast on the court. Responsive cushioning helps soften hard landings, while the moulded heel clip and dual-strap system combine for a lightweight, locked-in feel.",5.0,1
Nike Air Max 90 QS,CD0916-001,10995.0,11995,Nike,"Originally designed by Tinker Hatfield in 1990, the Air Max 90 has been re-imagined. Widely considered one of the biggest cross-cultural icons of the early '00s, this iteration pays tribute to the influential 2003 ""Snakeskin"" release with premium materials and a bold twist on the original.",5.0,1
Nike React Element 55 SE,BV1507-001,10995.0,6597,Nike,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, then places it all on Nike React technology.",4.8,5
Jordan Proto-Max 720,BQ6623-070,15995.0,12797,Nike,"Inspired by outer space flight, the Jordan Proto-Max 720 provides all-day comfort with a future-forward look. An outer shroud covers the sock-like bootie construction, while Nike Air cushions every step.",4.4,18
Nike Phantom Vision 2 Academy Dynamic Fit MG,CD4156-606,10995.0,8495,Nike,"The Nike Phantom Vision 2 Academy Dynamic Fit MG brings a new level of fierce precision to the pitch. A foot-hugging inner sleeve is concealed in a NIKESKIN upper to create a boot for the finishers, the providers and the battlers of today's game.",0.0,0
Nike React Element 55 SE,CI3831-200,10995.0,6597,Nike,"The Nike React Element 55 SE borrows design lines from heritage runners like the Nike Internationalist, adds reflective graphics, then places it all on Nike React technology.",4.0,1
Nike Air Max2 Light,AO1741-003,11995.0,8397,Nike,"Originally released in 1994, the Nike Air Max2 Light returns as a near-exact replica of the iconic runner with style for the street. Its mesh and synthetic upper, moulded heel and Max Air unit honour the OG, while the soft foam midsole optimises all-day comfort.",3.7,3
Nike Air Max 270,AH8050-100,10995.0,13995,Nike,"Nike's first lifestyle Air Max lets you greet the streets with the soft, smooth and resilient ride of the Nike Air Max 270. The design draws inspiration from the Air Max pantheon, showcasing Nike's greatest innovation with its large window and fresh array of colours.",3.8,81
Nike Phantom Vision 2 Club Dynamic Fit MG,CD4159-606,10995.0,5995,Nike,"The Nike Phantom Vision 2 Club Dynamic Fit MG brings fierce precision to the pitch. A foot-hugging inner sleeve is concealed in textured leather for comfortable, precise touch.",0.0,0
Nike Air Force 1 '07 LV8,CK4363-100,10995.0,7595,Nike,The Nike Air Force 1 '07 LV8 has the same hoops-inspired performance of the '82 OG plus fresh new patterns for a sleek look that turns heads.,5.0,6
